,State_Name,Crop_Year,Whole Year,Summer,Kharif,Rabi
46,Assam,2010,18.11,22.25,18.57,14.94
47,Assam,2011,18.2,22.92,18.14,14.79
48,Assam,2012,17.6,22.32,18.41,13.43
49,Assam,2013,16.17,18.96,17.46,12.89
50,Assam,2014,18.2,21.77,18.04,15.72
51,Assam,2015,16.35,21.71,13.26,14.86
52,Assam,2016,16.03,19.79,13.3,15.44
53,Assam,2017,17,20.52,17.31,14.1
54,Bihar,2000,19.19,23.59,19.7,15.48
55,Bihar,2001,19.17,23.1,20.34,15.52
56,Bihar,2002,19.88,24.96,18.88,16.32
57,Bihar,2003,19.68,24.43,19.18,17.03
58,Bihar,2004,20.29,24.04,21.2,16.89
59,Bihar,2005,19.42,24.12,19.39,16.38
60,Bihar,2006,19.67,25.06,20.52,15.35
61,Bihar,2007,20.23,25.25,20.57,16.3
62,Bihar,2008,19.88,24.18,21.56,15.41
63,Bihar,2009,19.67,23.37,20.25,16.4
64,Bihar,2010,18.77,22.66,18.41,16.7
65,Bihar,2011,19.7,23.72,20.6,16.14
66,Bihar,2012,19.66,23.59,20.29,16.11
67,Bihar,2013,19.87,24.43,20.7,15.9
68,Bihar,2014,18.84,23.77,17.63,16.65
69,Bihar,2015,20.07,25.27,20.17,16.27
70,Bihar,2016,19.6,24.54,19.9,16.01
71,Bihar,2017,18.53,22.78,18.85,15.27
72,Chandigarh,2000,18.95,22.41,20.94,14.66
73,Chandigarh,2001,18.84,23.06,20.4,14.81
74,Chandigarh,2002,20.56,24.94,21.65,15.84
75,Chandigarh,2003,19.58,24.86,20.3,15.57
76,Chandigarh,2004,19.94,24.25,21.55,15.67
77,Chandigarh,2005,20.21,25.14,22.25,15.49
78,Chandigarh,2006,19.82,24.9,21.13,15.53
79,Chandigarh,2007,19.9,24.94,21.61,14.89
80,Chandigarh,2008,19.5,24.14,20.83,15.5
81,Chandigarh,2009,19.33,23.86,20.34,15.39
82,Chandigarh,2010,18.83,24.08,18.97,15.68
83,Chandigarh,2011,18.98,24.15,19.23,15.13
84,Chandigarh,2012,19.47,24.52,21.14,14.6
85,Chandigarh,2013,19.46,24.61,20.84,14.93
86,Chandigarh,2014,19.42,24.12,20.38,15.73
87,Chandigarh,2015,19.41,24.19,20.36,15.53
88,Chandigarh,2016,18.89,24.09,19.72,15.23
89,Chandigarh,2017,18.39,22.9,19.53,14.45
90,Chhattisgarh,2000,18.43,22.78,16.86,16.15
91,Chhattisgarh,2001,18.4,22.21,19,15.21
92,Chhattisgarh,2002,20.16,25.4,17.56,18.31
93,Chhattisgarh,2003,19.79,24.57,18.07,18.86
94,Chhattisgarh,2004,20.15,24.16,19.04,18.05
95,Chhattisgarh,2005,19.73,24.98,17.21,18.33
96,Chhattisgarh,2006,19.54,24.05,18.91,17.07
97,Chhattisgarh,2007,19.66,23.92,17.92,18.02
98,Chhattisgarh,2008,19.1,23.35,17.94,16.83
99,Chhattisgarh,2009,18.68,22.35,16.41,17.57
100,Chhattisgarh,2010,19.3,22.5,18.09,18.2
101,Chhattisgarh,2011,19.26,22.8,18.88,17.51
102,Chhattisgarh,2012,19.73,24.64,18.4,17.1
103,Chhattisgarh,2013,19.69,24.49,19.71,16.23
104,Chhattisgarh,2014,19.24,22.3,17.21,18.87
105,Chhattisgarh,2015,18.69,24.6,15.44,16.97
106,Chhattisgarh,2016,18.66,23.84,16.55,16.82
107,Chhattisgarh,2017,18.23,22.39,16.85,16.45
108,Goa,2000,20.06,24.69,16.91,18.91
109,Goa,2001,19.67,23.38,16.94,18.91
110,Goa,2002,20.81,24.04,19.3,19.13
111,Goa,2003,19.98,24.53,17.16,18.87
112,Goa,2004,20.58,23.83,18.51,19.55
113,Goa,2005,20.91,25.1,19.24,19.17
114,Goa,2006,20.47,24.05,18.02,19.89
115,Goa,2007,20.47,23.54,18.01,19.98
116,Goa,2008,20.14,24.45,17.16,19.3
117,Goa,2009,19.8,23.59,17.17,18.75
118,Goa,2010,19.45,24.14,15.86,18.71
119,Goa,2011,19.89,23.59,17.98,18.87
120,Goa,2012,19.76,24.34,17.36,17.97
121,Goa,2013,20.22,25.41,17.23,18.73
122,Goa,2014,21.54,25.14,19.73,20.26
123,Goa,2015,21.51,25.08,20.45,19.52
124,Goa,2016,21.15,25.24,18.91,19.96
125,Goa,2017,19.25,23.01,17,18.14
126,Gujarat,2000,18.74,23.74,16.38,16.91
127,Gujarat,2001,19.13,24.75,16.63,17.19
128,Gujarat,2002,19.69,24.84,17.48,17.82
129,Gujarat,2003,19.77,23.97,18.31,17.99
130,Gujarat,2004,19.22,23.55,17.17,17.71
131,Gujarat,2005,19.39,24.63,17.11,17.58
132,Gujarat,2006,19.8,25.11,18,17.64
133,Gujarat,2007,19.1,24.06,17.04,17.08
134,Gujarat,2008,19.16,24.15,16.66,17.7
135,Gujarat,2009,18.83,24.33,16.43,17.07
136,Gujarat,2010,18.86,24.11,16.61,16.99
137,Gujarat,2011,18.65,24.32,15.95,16.59
138,Gujarat,2012,19.54,24.99,18.01,16.85
139,Gujarat,2013,19.9,25.07,19,16.89
140,Gujarat,2014,19.35,24.94,16.99,17.46
141,Gujarat,2015,19.44,24.96,16.68,17.83
142,Gujarat,2016,19.38,24.57,17.11,17.7
143,Gujarat,2017,18.22,23.12,16.2,16.39
144,Haryana,2000,18.95,22.41,20.94,14.66
145,Haryana,2001,18.84,23.06,20.4,14.81
146,Haryana,2002,20.56,24.94,21.65,15.84
147,Haryana,2003,19.58,24.86,20.3,15.57
148,Haryana,2004,19.94,24.25,21.55,15.67
149,Haryana,2005,20.21,25.14,22.25,15.49
150,Haryana,2006,19.82,24.9,21.13,15.53
151,Haryana,2007,19.9,24.94,21.61,14.89
152,Haryana,2008,19.5,24.14,20.83,15.5
153,Haryana,2009,19.33,23.86,20.34,15.39
154,Haryana,2010,18.83,24.08,18.97,15.68
155,Haryana,2011,18.98,24.15,19.23,15.13
156,Haryana,2012,19.47,24.52,21.14,14.6
157,Haryana,2013,19.46,24.61,20.84,14.93
158,Haryana,2014,19.42,24.12,20.38,15.73
159,Haryana,2015,19.41,24.19,20.36,15.53
160,Haryana,2016,18.89,24.09,19.72,15.23
161,Haryana,2017,18.39,22.9,19.53,14.45
162,Himachal Pradesh,2000,18.69,21.18,23.23,12.83
163,Himachal Pradesh,2001,19.17,22.7,22.6,14.44
164,Himachal Pradesh,2002,20.91,23.63,24.08,15.75
165,Himachal Pradesh,2003,20.32,24.65,24.11,14.68
166,Himachal Pradesh,2004,20.44,23.2,24.47,15.13
167,Himachal Pradesh,2005,20.39,24.44,24.75,14.6
168,Himachal Pradesh,2006,19.58,23.48,22.77,14.75
169,Himachal Pradesh,2007,20.29,24.59,24.38,13.82
170,Himachal Pradesh,2008,18.89,22.7,22.01,14.84
171,Himachal Pradesh,2009,18.95,23.24,21.5,13.94
172,Himachal Pradesh,2010,19.82,23.35,23.48,15.08
173,Himachal Pradesh,2011,19.3,23.9,22.12,14.07
174,Himachal Pradesh,2012,19.88,23.4,24.24,13.87
175,Himachal Pradesh,2013,18.77,23.8,20.62,14.02
176,Himachal Pradesh,2014,17.58,22.19,18.1,14.76
177,Himachal Pradesh,2015,17.44,22,18.4,13.98
178,Himachal Pradesh,2016,17.25,22.47,17.66,13.99
179,Himachal Pradesh,2017,18.2,21.94,21.03,13.59
180,Jammu and Kashmir,2000,21.61,24.77,27.69,14.53
181,Jammu and Kashmir,2001,20.68,23.19,25.76,15.06
182,Jammu and Kashmir,2002,22.44,23.79,27.98,16.02
183,Jammu and Kashmir,2003,21.39,24.54,27.02,14.71
184,Jammu and Kashmir,2004,22.26,26.15,28.09,14.86
185,Jammu and Kashmir,2005,22.15,24.54,28.54,15.51
186,Jammu and Kashmir,2006,21.18,23.6,27.18,15.08
187,Jammu and Kashmir,2007,21.9,24.73,28.24,14.66
188,Jammu and Kashmir,2008,20.94,24.31,26.26,15.1
189,Jammu and Kashmir,2009,21.38,25.87,26.72,14.21
190,Jammu and Kashmir,2010,21.33,23.57,26.69,15.63
191,Jammu and Kashmir,2011,22,25.38,28.63,14.46
192,Jammu and Kashmir,2012,21.79,24.74,28.38,14.73
193,Jammu and Kashmir,2013,21.14,23.76,26.67,15.3
194,Jammu and Kashmir,2014,20.51,23.86,25.33,14.71
195,Jammu and Kashmir,2015,19.67,22.84,24.44,13.9
196,Jammu and Kashmir,2016,19.72,23.23,23.72,14.31
197,Jammu and Kashmir,2017,20.12,22.94,25.41,14.04
198,Jharkhand,2000,18.8,22.26,18.93,15.87
199,Jharkhand,2001,19.32,22.24,20.75,16.16
200,Jharkhand,2002,19.95,24.82,18.39,17.19
201,Jharkhand,2003,19.89,24.3,18.93,18.06
202,Jharkhand,2004,19.86,23.18,19.42,17.74
203,Jharkhand,2005,19.84,23.83,19.48,17.39
204,Jharkhand,2006,19.42,24,19.64,16.03
205,Jharkhand,2007,20.14,25.04,19.25,17.31
206,Jharkhand,2008,19.04,23.67,19.17,15.57
207,Jharkhand,2009,18.9,22.01,17.82,17.34
208,Jharkhand,2010,18.29,20.84,17.16,17.52
209,Jharkhand,2011,19.54,23.53,19.38,16.86
210,Jharkhand,2012,20.14,23.2,21.07,16.88
211,Jharkhand,2013,19.68,24.09,20.12,16.27
212,Jharkhand,2014,18.74,22.11,17.18,17.8
213,Jharkhand,2015,20.07,25.14,19.44,17.02
214,Jharkhand,2016,19.22,24,18.55,16.41
215,Jharkhand,2017,18.38,22.13,18.04,15.97
216,Karnataka,2000,17.19,20.94,12.32,17.92
217,Karnataka,2001,16.3,20.45,11.05,17.2
218,Karnataka,2002,17.82,21.16,14.3,17.94
219,Karnataka,2003,17.04,21.17,12.01,18.35
220,Karnataka,2004,16.58,20.86,10.65,18.16
221,Karnataka,2005,17.54,20.58,13.55,18.55
222,Karnataka,2006,16.95,20.54,12.62,18.47
223,Karnataka,2007,17.34,18.89,13.22,19.63
224,Karnataka,2008,17.18,21.38,12.5,17.54
225,Karnataka,2009,16.96,18.68,12.75,18.26
226,Karnataka,2010,16.83,21.07,11.17,18.37
227,Karnataka,2011,17.52,20.04,14.27,18.76
228,Karnataka,2012,16.7,21.03,11.12,17.61
229,Karnataka,2013,17.31,22.79,12.5,17.12
230,Karnataka,2014,18.83,23.99,13.19,19.66
231,Karnataka,2015,19.18,23.55,14.71,19.48
232,Karnataka,2016,18.88,24.37,13.11,19.77
233,Karnataka,2017,16.45,20.08,11.95,17.38
234,Kerala,2000,18.17,18.53,18.06,17.85
235,Kerala,2001,18.57,19.75,17.49,18.26
236,Kerala,2002,19.07,20.02,19.54,17.35
237,Kerala,2003,19.22,20.58,18.61,19.01
238,Kerala,2004,18.38,19.67,17.38,17.83
239,Kerala,2005,19.5,20.32,20.07,17.83
240,Kerala,2006,19.16,20.32,19.31,17.95
241,Kerala,2007,18.9,18.15,19.41,18.47
242,Kerala,2008,18.59,19.82,18.4,17.26
243,Kerala,2009,18.21,17.18,19.08,17.11
244,Kerala,2010,17.32,19.64,15.56,17.11
245,Kerala,2011,17.69,18.76,19.22,15.94
246,Kerala,2012,18.46,21.14,16.36,17.89
247,Kerala,2013,19.22,21.39,17.73,18.48
248,Kerala,2014,20.45,24.17,17.83,19.86
249,Kerala,2015,20.41,21.8,19.06,20.18
250,Kerala,2016,19.38,21.08,16.74,20.44
251,Kerala,2017,17.82,19.02,17.21,17.16
252,Madhya Pradesh,2000,18.73,24,17.62,15.51
253,Madhya Pradesh,2001,19.01,23.64,18.11,16.62
254,Madhya Pradesh,2002,19.36,24.96,16.53,17.72
255,Madhya Pradesh,2003,19.73,24.64,17.74,18.22
256,Madhya Pradesh,2004,19.76,23.89,18.51,17.78
257,Madhya Pradesh,2005,19.41,24.91,17.48,17.45
258,Madhya Pradesh,2006,19.46,25.1,17.48,17.35
259,Madhya Pradesh,2007,19.63,24.8,17.67,17.56
260,Madhya Pradesh,2008,19.77,24.48,18.63,17.43
261,Madhya Pradesh,2009,18.77,22.7,16.75,17.51
262,Madhya Pradesh,2010,19.27,24.24,17.29,17.53
263,Madhya Pradesh,2011,19.22,24.7,16.94,17.39
264,Madhya Pradesh,2012,19.54,24.75,18.52,16.51
265,Madhya Pradesh,2013,20.14,25.01,19.94,17.11
266,Madhya Pradesh,2014,19.13,24.25,16.34,18.06
267,Madhya Pradesh,2015,18.56,24.7,14.55,17.58
268,Madhya Pradesh,2016,18.67,24.2,16.39,17.01
269,Madhya Pradesh,2017,18.23,23.05,16.47,16.35
270,Maharashtra,2000,18.32,24.61,12.51,18.4
271,Maharashtra,2001,18.89,24.95,14.43,18.08
272,Maharashtra,2002,18.97,25.29,13.48,19.39
273,Maharashtra,2003,19.48,25.02,15.01,19.26
274,Maharashtra,2004,18.67,24.97,12.9,18.87
275,Maharashtra,2005,18.77,25.24,13.44,18.75
276,Maharashtra,2006,18.61,25.44,12.35,18.98
277,Maharashtra,2007,18.85,24.95,13.45,18.86
278,Maharashtra,2008,18.89,25.46,13.31,18.94
279,Maharashtra,2009,18.45,24.54,12.95,18.49
280,Maharashtra,2010,18.41,24.8,12.92,18.48
281,Maharashtra,2011,18.87,25.6,12.83,19.03
282,Maharashtra,2012,19.18,25.71,14.93,17.84
283,Maharashtra,2013,18.76,25.59,13.71,18.1
284,Maharashtra,2014,18.81,25.92,12.6,18.95
285,Maharashtra,2015,19.58,26.28,14.5,18.98
286,Maharashtra,2016,19.06,26.09,12.99,19.26
287,Maharashtra,2017,17.81,23.91,12.68,17.7
288,Manipur,2000,19.6,24.07,19.22,16.78
289,Manipur,2001,17.89,21.46,16.98,16.22
290,Manipur,2002,19.51,23.01,19.2,16.11
291,Manipur,2003,19.68,23.62,19.33,17.04
292,Manipur,2004,19.73,24.11,19.75,16.39
293,Manipur,2005,19.79,24.06,20.3,15.96
294,Manipur,2006,19.69,24.2,19.37,16.56
295,Manipur,2007,19.06,23.57,17.88,16.52
296,Manipur,2008,20.68,25.18,21.52,16.66
297,Manipur,2009,20.38,24.19,21.23,16.78
298,Manipur,2010,18.96,23.93,17.88,16.27
299,Manipur,2011,18.95,24.72,17.55,15.92
300,Manipur,2012,19.5,24.42,19.27,15.88
301,Manipur,2013,18.76,23.14,17.72,16.2
302,Manipur,2014,20.05,23.28,20.39,17.34
303,Manipur,2015,18.54,24.66,16.62,15.48
304,Manipur,2016,17.92,20.79,16.64,16.63
305,Manipur,2017,18.26,22.36,17.82,15.49
306,Meghalaya,2000,17.82,20.62,17.74,16.09
307,Meghalaya,2001,16.82,20.05,15.98,15.42
308,Meghalaya,2002,18.59,21.29,18.7,15.43
309,Meghalaya,2003,18.25,20.3,18.61,16.28
310,Meghalaya,2004,18.67,22.74,18.67,15.84
311,Meghalaya,2005,17.44,20.59,16.36,15.69
312,Meghalaya,2006,18.11,20.9,19.2,15.39
313,Meghalaya,2007,17.7,20,17.34,15.97
314,Meghalaya,2008,19.06,21.98,20.46,15.78
315,Meghalaya,2009,19.44,21.7,20.93,16.47
316,Meghalaya,2010,17.84,20.57,17.84,16.21
317,Meghalaya,2011,17.7,22.12,16.7,15.4
318,Meghalaya,2012,18.18,21.93,18.16,15.13
319,Meghalaya,2013,17.3,19.11,17.59,15.29
320,Meghalaya,2014,17.94,20.5,17.09,16.77
321,Meghalaya,2015,15.71,19.9,12.12,15.18
322,Meghalaya,2016,15.63,18.59,12.91,15.54
323,Meghalaya,2017,16.79,19.61,16.47,14.88
324,Mizoram,2000,18.24,21.51,17.9,16.16
325,Mizoram,2001,17.14,20.08,16.78,15.4
326,Mizoram,2002,18.04,20.68,17.42,15.44
327,Mizoram,2003,18.27,21.15,18.36,16.02
328,Mizoram,2004,18.46,22.27,18.65,15.2
329,Mizoram,2005,18.55,22.5,18.98,14.68
330,Mizoram,2006,18.43,22.55,17.82,15.66
331,Mizoram,2007,18.08,22.66,17.05,15.19
332,Mizoram,2008,18.9,22.94,18.67,15.87
333,Mizoram,2009,18.61,22.05,18.36,16.06
334,Mizoram,2010,17.91,22.89,16.62,15.26
335,Mizoram,2011,17.6,22.37,15.9,15.3
336,Mizoram,2012,18.11,23.14,17.19,14.79
337,Mizoram,2013,18.09,23.3,16.41,15.43
338,Mizoram,2014,18.48,22.36,16.92,16.77
339,Mizoram,2015,17.95,22.66,16.46,15.29
340,Mizoram,2016,16.93,19.38,15.38,16.02
341,Mizoram,2017,17.1,20.81,16.38,14.7
342,Nagaland,2000,19.88,24.07,21.05,16.39
343,Nagaland,2001,18.09,21.43,18.41,15.44
344,Nagaland,2002,19.9,23.52,21.06,14.9
345,Nagaland,2003,19.63,22.51,21.05,16.4
346,Nagaland,2004,19.86,23.87,21.23,15.76
347,Nagaland,2005,19.64,23.22,21.18,15.67
348,Nagaland,2006,19.63,23.93,21.11,15.13
349,Nagaland,2007,18.99,22.42,19.66,15.71
350,Nagaland,2008,20.53,24.23,23.1,15.82
351,Nagaland,2009,20.6,23.94,22.78,16.5
352,Nagaland,2010,18.96,23.29,19.36,15.59
353,Nagaland,2011,19.31,24.51,20.11,14.91
354,Nagaland,2012,19.02,23.94,19.37,14.93
355,Nagaland,2013,17.42,20.79,17.04,14.86
356,Nagaland,2014,18.89,22.58,19.03,16.03
357,Nagaland,2015,16.93,21.5,15.88,14.18
358,Nagaland,2016,17.2,19.92,16.86,15.38
359,Nagaland,2017,18.03,21.65,18.79,14.64
360,Odisha,2000,19.32,23.29,19.16,16.05
361,Odisha,2001,19,22.01,20.01,16.03
362,Odisha,2002,20.39,24.74,19.28,17.59
363,Odisha,2003,20.11,24.46,19.98,18.44
364,Odisha,2004,19.59,22.65,18.95,17.69
365,Odisha,2005,19.95,24.91,18.43,17.69
366,Odisha,2006,19.49,22.88,19.7,17.04
367,Odisha,2007,20.03,23.35,19.58,18.09
368,Odisha,2008,19.61,23.78,19.61,16.33
369,Odisha,2009,19,22.43,17.16,17.73
370,Odisha,2010,18.85,21.25,17.99,17.95
371,Odisha,2011,19.68,22.85,19.87,17.61
372,Odisha,2012,20.39,23.82,20.24,17.89
373,Odisha,2013,20,23.7,20.71,16.48
374,Odisha,2014,19.87,22.8,18.8,18.86
375,Odisha,2015,19.63,24.47,17.91,17.48
376,Odisha,2016,19.66,24.02,18.8,17.23
377,Odisha,2017,18.59,22.08,18.12,16.45
378,Punjab,2000,19.12,22.58,22.86,13.41
379,Punjab,2001,19.3,23.22,22.51,14.16
380,Punjab,2002,20.89,24.42,23.64,15.4
381,Punjab,2003,19.98,24.59,23.05,14.5
382,Punjab,2004,19.89,24.18,22.53,14.65
383,Punjab,2005,20.39,24.7,24.33,14.4
384,Punjab,2006,19.62,24.39,22.38,14.37
385,Punjab,2007,20.02,24.76,23.6,13.66
386,Punjab,2008,19.25,23.46,22.07,14.58
387,Punjab,2009,19.27,24.07,21.72,13.94
388,Punjab,2010,18.94,23.42,21.42,14.51
389,Punjab,2011,19.49,24.24,22.38,13.98
390,Punjab,2012,19.85,24.19,23.58,13.84
391,Punjab,2013,19.56,24.29,22.16,14.23
392,Punjab,2014,18.57,23.24,20.63,14.41
393,Punjab,2015,19.06,22.97,21.99,14.12
394,Punjab,2016,18.67,23.01,21.25,14.12
395,Punjab,2017,18.44,22.54,21.23,13.46
396,Rajasthan,2000,18.72,23.21,17.84,15.93
397,Rajasthan,2001,19.28,23.85,18.86,16.3
398,Rajasthan,2002,19.88,25.2,18.22,17.22
399,Rajasthan,2003,20.18,24.57,19.58,17.74
400,Rajasthan,2004,19.82,24.35,18.69,17.46
401,Rajasthan,2005,19.86,24.49,18.75,17.67
402,Rajasthan,2006,19.61,25.09,17.7,17.5
403,Rajasthan,2007,19.93,24.69,19.25,16.99
404,Rajasthan,2008,20.15,24.07,19.97,17.46
405,Rajasthan,2009,19.02,24.22,16.85,17.3
406,Rajasthan,2010,19.5,24.23,18.17,17.46
407,Rajasthan,2011,19.49,24.61,18.11,16.83
408,Rajasthan,2012,19.81,24.77,19.52,16.36
409,Rajasthan,2013,20.22,25.39,19.99,16.73
410,Rajasthan,2014,19.84,25.13,18.3,17.49
411,Rajasthan,2015,19.86,24.93,18.37,17.53
412,Rajasthan,2016,19.65,24.88,18.08,17.29
413,Rajasthan,2017,18.6,23.21,17.57,16.18
414,Sikkim,2000,19,25.14,15.8,17.74
415,Sikkim,2001,19.03,24.95,15.8,17.56
416,Sikkim,2002,19.44,25.69,15.83,17.54
417,Sikkim,2003,20.07,26,17.74,17.72
418,Sikkim,2004,19.82,26.17,17.39,17.29
419,Sikkim,2005,19.25,25.1,16.57,17.3
420,Sikkim,2006,19.55,26.47,16.57,17.37
421,Sikkim,2007,20.09,25.97,17.96,17.59
422,Sikkim,2008,20.49,26.7,19.14,17.33
423,Sikkim,2009,20,26.4,17.38,17.74
424,Sikkim,2010,18.98,25.75,15.67,17.49
425,Sikkim,2011,18.55,24.8,14.89,17.11
426,Sikkim,2012,19.74,25.93,16.56,17.94
427,Sikkim,2013,18.74,25.45,15.54,16.55
428,Sikkim,2014,21.07,25.66,21,17.94
429,Sikkim,2015,21.3,26.31,20.35,18.69
430,Sikkim,2016,20.39,26.24,19.08,17.59
431,Sikkim,2017,18.64,24.37,16.29,16.58
432,Tamil Nadu,2000,18.5,20.28,18.75,16.07
433,Tamil Nadu,2001,19.04,20.94,19.37,17.38
434,Tamil Nadu,2002,19.39,21.91,18.86,17.21
435,Tamil Nadu,2003,18.58,21.24,18.2,17.41
436,Tamil Nadu,2004,18.34,20.59,17.65,16.29
437,Tamil Nadu,2005,18.6,22.33,17.32,16.73
438,Tamil Nadu,2006,18.12,20.53,17.24,16.74
439,Tamil Nadu,2007,18.63,19.58,18.85,17
440,Tamil Nadu,2008,18.05,19.04,18.78,15.97
441,Tamil Nadu,2009,18.32,20.02,18.43,15.79
442,Tamil Nadu,2010,18.06,20.67,16.94,16.76
443,Tamil Nadu,2011,18.92,20.32,18.74,17.52
444,Tamil Nadu,2012,19.03,21.92,18.57,16.22
445,Tamil Nadu,2013,19.02,23.06,18.27,15.85
446,Tamil Nadu,2014,19.69,23.43,18.82,17.49
447,Tamil Nadu,2015,20.23,23.11,18.61,18.94
448,Tamil Nadu,2016,19.14,21.37,17.9,18.57
449,Tamil Nadu,2017,17.76,20.02,17.29,16
450,Telangana,2000,18.42,21.61,18.19,15.63
451,Telangana,2001,19.13,21.89,19.07,17.17
452,Telangana,2002,20.32,24.47,17.8,19.29
453,Telangana,2003,19.36,23.16,17.1,19.44
454,Telangana,2004,18.82,21.26,16.58,18.48
455,Telangana,2005,19.14,23.56,16.54,18.12
456,Telangana,2006,18.77,22.79,16.73,17.94
457,Telangana,2007,19.27,21.82,17.87,18.4
458,Telangana,2008,18.56,21.17,17.4,17.31
459,Telangana,2009,19.01,22.3,16.76,18.11
460,Telangana,2010,19.26,22.71,17.31,18.36
461,Telangana,2011,18.72,21.62,17,18.48
462,Telangana,2012,19.66,23.51,18.16,17.81
463,Telangana,2013,19.29,23.57,18.12,16.96
464,Telangana,2014,19.61,23.13,17.24,19.28
465,Telangana,2015,19.41,23.57,16.51,18.67
466,Telangana,2016,18.6,23.61,15.39,17.47
467,Telangana,2017,18.07,21.43,16.32,17.05
468,Tripura,2000,18.46,20.25,18.95,16.85
469,Tripura,2001,17.75,21.47,17.09,15.89
470,Tripura,2002,19.17,20.51,19.78,16.7
471,Tripura,2003,19.41,21.58,20.78,16.77
472,Tripura,2004,19.21,22.3,20.04,16
473,Tripura,2005,19.3,22.68,20.01,15.9
474,Tripura,2006,19.36,22.63,19.65,16.68
475,Tripura,2007,19.2,21.72,19.42,16.94
476,Tripura,2008,19.61,21.99,21.15,16.31
477,Tripura,2009,19.51,21.45,20.72,16.86
478,Tripura,2010,18.15,21.52,17.55,16.17
479,Tripura,2011,18.49,21.33,18.43,16.15
480,Tripura,2012,19.08,21.51,19.85,16.22
481,Tripura,2013,18.99,21.96,19.1,16.49
482,Tripura,2014,19.32,22.36,18.85,17.34
483,Tripura,2015,18.3,23.19,16.71,15.75
484,Tripura,2016,17.34,19.15,16.72,16.08
485,Tripura,2017,17.81,20.42,18.04,15.51
486,Uttar Pradesh,2000,18.36,22.79,18.52,15
487,Uttar Pradesh,2001,18.27,23.44,18.24,15.07
488,Uttar Pradesh,2002,20.03,25.09,19.47,16.57
489,Uttar Pradesh,2003,19.87,24.84,19.83,16.62
490,Uttar Pradesh,2004,19.84,23.96,20.71,16.19
491,Uttar Pradesh,2005,19.75,24.46,20.9,15.6
492,Uttar Pradesh,2006,19.69,24.87,20.05,16.29
493,Uttar Pradesh,2007,20.47,25.29,21.73,15.99
494,Uttar Pradesh,2008,19.69,24.64,20.89,15.63
495,Uttar Pradesh,2009,19.62,23.72,20.17,16.33
496,Uttar Pradesh,2010,19.16,24.2,19.15,16.03
497,Uttar Pradesh,2011,18.84,24.23,18.25,15.58
498,Uttar Pradesh,2012,19.47,23.89,20.57,15.24
499,Uttar Pradesh,2013,19.52,24.76,20.4,15.26
500,Uttar Pradesh,2014,18.93,23.98,17.89,16.26
