,State_Name,Crop_Year,Whole Year,Summer,Kharif,Rabi
35,Arunachal Pradesh,2017,18.96,18.96,22.3,16.64
36,Assam,2000,30.37,33,32.88,27.37
37,Assam,2001,30.17,31.51,32.48,27.55
38,Assam,2002,32.82,35.37,34.36,28.34
39,Assam,2003,30.89,33.83,32.71,28.04
40,Assam,2004,31.28,34.2,33.12,27.51
41,Assam,2005,30.81,32.67,32.63,27.61
42,Assam,2006,30.87,33.95,33.4,26.78
43,Assam,2007,30.64,33.11,32.73,26.98
44,Assam,2008,32.59,34.1,36.97,27.81
45,Assam,2009,33.15,35.62,35.73,29.28
46,Assam,2010,30.83,34.07,32.96,27.49
47,Assam,2011,31.28,35.63,32.94,27.51
48,Assam,2012,30.64,34.89,33.21,26.02
49,Assam,2013,28.73,31.36,31.88,24.82
50,Assam,2014,30.34,32.46,32.44,27.11
51,Assam,2015,29.09,31.63,30.03,26.37
52,Assam,2016,29.64,31.69,30.28,27.24
53,Assam,2017,29.12,31.62,31.15,25.77
54,Bihar,2000,32.59,38.77,34.67,27
55,Bihar,2001,33.29,38.99,36.16,27.39
56,Bihar,2002,34.66,40.96,34.83,29.4
57,Bihar,2003,34.05,39.95,35.83,29.44
58,Bihar,2004,33.99,40.03,35.62,28.57
59,Bihar,2005,34.4,39.85,36.87,29.14
60,Bihar,2006,33.69,40.69,36.31,26.94
61,Bihar,2007,33.95,41.16,35.77,28.09
62,Bihar,2008,34.36,40.4,37.18,28.03
63,Bihar,2009,34.06,39.51,35.25,29
64,Bihar,2010,33.01,39.19,34.41,28.32
65,Bihar,2011,33.18,40.34,33.87,28.7
66,Bihar,2012,34.49,40.06,37.14,28.45
67,Bihar,2013,34.74,42.02,36.87,28.3
68,Bihar,2014,31.7,39.05,32.52,26.44
69,Bihar,2015,33.09,40.1,35.43,26.78
70,Bihar,2016,32.66,39.24,35.43,26.02
71,Bihar,2017,31.77,37.8,33.56,26.45
72,Chandigarh,2000,32.25,35.82,39.19,24.34
73,Chandigarh,2001,33.04,37.14,38.93,26.42
74,Chandigarh,2002,36.15,39.11,40.99,30.13
75,Chandigarh,2003,34.71,39.07,40.25,28.77
76,Chandigarh,2004,34.79,38.46,40.2,28.37
77,Chandigarh,2005,35.56,39.85,41.79,28.52
78,Chandigarh,2006,33.54,38.77,38.04,26.98
79,Chandigarh,2007,34.77,39.84,40.75,26.89
80,Chandigarh,2008,33.41,37.4,39.19,26.94
81,Chandigarh,2009,34.53,38.41,39.17,27.88
82,Chandigarh,2010,33.96,38.33,38.88,27.98
83,Chandigarh,2011,33.47,38.8,36.97,27.9
84,Chandigarh,2012,34.49,38.83,40.47,27.12
85,Chandigarh,2013,33.73,40.88,37.04,26.72
86,Chandigarh,2014,32.35,37.52,36.16,26.65
87,Chandigarh,2015,33.37,37.53,39.16,26.87
88,Chandigarh,2016,32.93,37.8,38.33,26.29
89,Chandigarh,2017,32.06,36.31,36.97,25.82
90,Chhattisgarh,2000,33.09,40.19,32.67,28.47
91,Chhattisgarh,2001,32.76,40.13,33.69,27.14
92,Chhattisgarh,2002,34.5,42.8,32.55,28.97
93,Chhattisgarh,2003,34.79,41.72,33.34,32.28
94,Chhattisgarh,2004,34.65,41.55,33.08,30.93
95,Chhattisgarh,2005,35.49,42.29,34.68,31.54
96,Chhattisgarh,2006,33.73,41.94,33.08,28.39
97,Chhattisgarh,2007,33.9,41.85,33.39,29.19
98,Chhattisgarh,2008,33.68,41.22,33.64,28.38
99,Chhattisgarh,2009,33.99,40.08,32.76,30.3
100,Chhattisgarh,2010,34.08,41.76,32.77,30.1
101,Chhattisgarh,2011,33.52,41.19,31.86,30.54
102,Chhattisgarh,2012,34.99,42.62,34.16,30.03
103,Chhattisgarh,2013,34.29,43.24,34.03,28.1
104,Chhattisgarh,2014,33.51,41.18,31.73,29.95
105,Chhattisgarh,2015,33.4,42.34,31.74,28.45
106,Chhattisgarh,2016,33.2,41.95,32.13,28.04
107,Chhattisgarh,2017,32.09,39.34,31.18,27.82
108,Goa,2000,31.28,34.15,27.11,32.85
109,Goa,2001,31.32,34.32,27.56,32.54
110,Goa,2002,31.23,33.12,27.03,33.71
111,Goa,2003,31.4,33.02,27.19,34.06
112,Goa,2004,31.88,33.63,27.37,34.55
113,Goa,2005,32,34.51,27.77,33.77
114,Goa,2006,32.28,34.88,27.39,34.7
115,Goa,2007,32.04,34.2,27.3,34.44
116,Goa,2008,31.71,34.52,27.5,33.28
117,Goa,2009,31.82,33.36,27.37,34.24
118,Goa,2010,31.69,34.2,27.36,33.74
119,Goa,2011,31.83,33.91,27.7,34.25
120,Goa,2012,31.71,34.59,27.56,33.1
121,Goa,2013,31.47,35.11,27.6,31.98
122,Goa,2014,29.66,31.04,27.29,30.88
123,Goa,2015,29.42,30.75,27.26,30.32
124,Goa,2016,29.41,31.2,27.01,30.18
125,Goa,2017,29.56,31.7,25.85,31.25
126,Gujarat,2000,34.91,39.82,35.2,31.62
127,Gujarat,2001,35.87,41.19,36.71,32.19
128,Gujarat,2002,37.18,41.16,37.71,33.65
129,Gujarat,2003,36.95,40.75,38.06,34.39
130,Gujarat,2004,36.29,40.5,36.32,33.78
131,Gujarat,2005,36.78,41.76,37,33.83
132,Gujarat,2006,35.87,41.19,35.12,33.19
133,Gujarat,2007,35.93,41.48,36.14,32.28
134,Gujarat,2008,35.08,40.44,35.14,31.76
135,Gujarat,2009,35.67,40.46,35.03,32.83
136,Gujarat,2010,35.38,41.28,34.44,32.45
137,Gujarat,2011,35.31,41.13,34.94,32.5
138,Gujarat,2012,36.56,42.08,36.98,32.73
139,Gujarat,2013,35.33,42.3,34.85,31.23
140,Gujarat,2014,34.65,40.42,33.57,32.11
141,Gujarat,2015,34.57,40.05,34.22,31.75
142,Gujarat,2016,33.66,39.85,32.61,30.5
143,Gujarat,2017,33.67,38.66,33.56,30.71
144,Haryana,2000,32.25,35.82,39.19,24.34
145,Haryana,2001,33.04,37.14,38.93,26.42
146,Haryana,2002,36.15,39.11,40.99,30.13
147,Haryana,2003,34.71,39.07,40.25,28.77
148,Haryana,2004,34.79,38.46,40.2,28.37
149,Haryana,2005,35.56,39.85,41.79,28.52
150,Haryana,2006,33.54,38.77,38.04,26.98
151,Haryana,2007,34.77,39.84,40.75,26.89
152,Haryana,2008,33.41,37.4,39.19,26.94
153,Haryana,2009,34.53,38.41,39.17,27.88
154,Haryana,2010,33.96,38.33,38.88,27.98
155,Haryana,2011,33.47,38.8,36.97,27.9
156,Haryana,2012,34.49,38.83,40.47,27.12
157,Haryana,2013,33.73,40.88,37.04,26.72
158,Haryana,2014,32.35,37.52,36.16,26.65
159,Haryana,2015,33.37,37.53,39.16,26.87
160,Haryana,2016,32.93,37.8,38.33,26.29
161,Haryana,2017,32.06,36.31,36.97,25.82
162,Himachal Pradesh,2000,26.59,28.43,33.11,20.44
163,Himachal Pradesh,2001,28.06,29.94,32.91,23.89
164,Himachal Pradesh,2002,30.49,32.22,34.67,25.64
165,Himachal Pradesh,2003,28.68,31.97,33.36,24.27
166,Himachal Pradesh,2004,29.39,31.22,34.3,24.56
167,Himachal Pradesh,2005,29.48,32.34,35.24,23.8
168,Himachal Pradesh,2006,28.13,30.47,33.11,23.4
169,Himachal Pradesh,2007,29.08,33.11,33.93,22.88
170,Himachal Pradesh,2008,27.37,30.05,32.21,22.86
171,Himachal Pradesh,2009,28.54,31.5,32.21,23.3
172,Himachal Pradesh,2010,28.55,30.94,33.33,24.18
173,Himachal Pradesh,2011,27.53,31.41,30.56,23.35
174,Himachal Pradesh,2012,28.79,30.82,34.45,23.26
175,Himachal Pradesh,2013,28.04,33.26,31.27,22.61
176,Himachal Pradesh,2014,26.84,31.02,29.77,22.55
177,Himachal Pradesh,2015,27.3,31.2,31.82,21.82
178,Himachal Pradesh,2016,26.48,31.13,29.86,21.57
179,Himachal Pradesh,2017,26.63,29.5,30.9,21.91
180,Jammu and Kashmir,2000,0.12,-1.48,9.93,-6.35
181,Jammu and Kashmir,2001,0.47,-1.25,8.56,-4.54
182,Jammu and Kashmir,2002,2.47,-0.71,11.39,-3.65
183,Jammu and Kashmir,2003,2.49,0.48,12.7,-3.18
184,Jammu and Kashmir,2004,2.7,0.17,13.2,-3.62
185,Jammu and Kashmir,2005,2.69,1.08,12.79,-3.9
186,Jammu and Kashmir,2006,3.21,1.8,12.99,-3.4
187,Jammu and Kashmir,2007,3.77,3.3,13.66,-3.5
188,Jammu and Kashmir,2008,2.36,-0.05,12.94,-4.07
189,Jammu and Kashmir,2009,3.19,0.25,13.06,-2.87
190,Jammu and Kashmir,2010,1,-0.75,10.33,-5.27
191,Jammu and Kashmir,2011,3.71,1.6,14.82,-3.01
192,Jammu and Kashmir,2012,0.98,0.81,8.48,-4.72
193,Jammu and Kashmir,2013,1.5,1.65,9.37,-4.53
194,Jammu and Kashmir,2014,4.05,2.76,14.11,-2.68
195,Jammu and Kashmir,2015,3.05,1.98,13.76,-4.29
196,Jammu and Kashmir,2016,3.9,2.16,14.34,-2.87
197,Jammu and Kashmir,2017,2.31,0.77,11.47,-3.69
198,Jharkhand,2000,30.41,37.12,31.7,24.83
199,Jharkhand,2001,30.63,36.4,33.3,24.75
200,Jharkhand,2002,31.94,38.99,31.7,25.95
201,Jharkhand,2003,31.72,38.63,32.53,27.03
202,Jharkhand,2004,31.52,38.31,31.29,26.98
203,Jharkhand,2005,32.22,39.03,33.39,26.69
204,Jharkhand,2006,31.1,38.68,32.99,24.21
205,Jharkhand,2007,31.21,39.26,32.05,25.4
206,Jharkhand,2008,31.57,38.41,33.3,25.36
207,Jharkhand,2009,31.46,37.95,31.01,27
208,Jharkhand,2010,30.97,37.2,31.67,26.39
209,Jharkhand,2011,31.32,38.46,31.33,27.22
210,Jharkhand,2012,32.72,38.79,34.3,27.02
211,Jharkhand,2013,32.75,40.77,34.39,25.88
212,Jharkhand,2014,29.91,37.42,30.2,24.78
213,Jharkhand,2015,30.91,38.34,32.15,24.81
214,Jharkhand,2016,30.46,37.58,31.7,24.51
215,Jharkhand,2017,29.6,36.18,30.5,24.38
216,Karnataka,2000,30.37,34.65,25.35,31.22
217,Karnataka,2001,30.19,34.59,25.31,30.86
218,Karnataka,2002,30.18,33.43,25.49,31.08
219,Karnataka,2003,30.44,33.93,25.11,32.46
220,Karnataka,2004,30.64,34.11,25.1,32.57
221,Karnataka,2005,31.12,34.94,25.75,32.54
222,Karnataka,2006,31.19,35.21,25.77,32.95
223,Karnataka,2007,30.77,33.57,25.42,33.01
224,Karnataka,2008,30.78,35.24,25.59,31.5
225,Karnataka,2009,31.05,34.19,25.53,32.74
226,Karnataka,2010,30.89,34.5,25.54,32.79
227,Karnataka,2011,31.22,34.04,26.06,33.73
228,Karnataka,2012,30.56,34.57,25.15,31.71
229,Karnataka,2013,30.3,35.4,25.7,30.04
230,Karnataka,2014,31.91,35.53,26.65,33.71
231,Karnataka,2015,32.19,35.88,27.08,33.43
232,Karnataka,2016,31.84,36.18,26.47,33.08
233,Karnataka,2017,29.2,32.78,24.28,30.52
234,Kerala,2000,30.47,34.65,27.67,29.37
235,Kerala,2001,30.68,35.61,27.63,29.3
236,Kerala,2002,30.36,33.94,28.19,28.85
237,Kerala,2003,31.01,35.15,28,30.39
238,Kerala,2004,30.7,34.61,27.49,29.72
239,Kerala,2005,31.37,35.17,28.74,30.2
240,Kerala,2006,31.5,35.33,28.61,30.45
241,Kerala,2007,30.98,34.16,27.79,30.57
242,Kerala,2008,30.65,34.32,27.73,29.66
243,Kerala,2009,32.21,35.04,30.25,31.32
244,Kerala,2010,32.89,37.34,28.82,32.93
245,Kerala,2011,33.16,34.38,30.85,34.06
246,Kerala,2012,31.47,35.51,27.35,31.15
247,Kerala,2013,30.98,35.58,28.03,29.25
248,Kerala,2014,31.67,34.51,28.79,31.95
249,Kerala,2015,32.3,35.11,29.53,32.02
250,Kerala,2016,31.88,36,28.24,31.75
251,Kerala,2017,29.68,33.13,26.87,29.05
252,Madhya Pradesh,2000,32.38,39.33,31.82,28.15
253,Madhya Pradesh,2001,33.32,40.47,33.03,29.1
254,Madhya Pradesh,2002,34.33,41.76,32.32,30.42
255,Madhya Pradesh,2003,34.73,40.6,34,32.25
256,Madhya Pradesh,2004,34.77,40.95,33.53,31.69
257,Madhya Pradesh,2005,35.05,41.59,34.35,31.69
258,Madhya Pradesh,2006,33.98,41.55,32.05,30.71
259,Madhya Pradesh,2007,34.63,41.77,33.65,30.91
260,Madhya Pradesh,2008,33.84,40.77,33.13,29.96
261,Madhya Pradesh,2009,34.3,40.31,32.15,31.62
262,Madhya Pradesh,2010,34.26,41.51,32.15,31.42
263,Madhya Pradesh,2011,33.86,41.32,31.35,31.71
264,Madhya Pradesh,2012,34.54,42.24,33.82,29.65
265,Madhya Pradesh,2013,34.27,42.49,33.39,29.45
266,Madhya Pradesh,2014,33.9,41.79,30.94,31.34
267,Madhya Pradesh,2015,33.72,41.79,31.34,30.55
268,Madhya Pradesh,2016,33.24,41.33,31.42,29.34
269,Madhya Pradesh,2017,32.17,38.98,30.8,28.89
270,Maharashtra,2000,31.63,37.79,26.68,31.5
271,Maharashtra,2001,32.14,38.32,27.95,31.55
272,Maharashtra,2002,32.26,38.3,26.47,32.87
273,Maharashtra,2003,32.68,37.11,27.46,34.61
274,Maharashtra,2004,32.44,37.22,27.09,33.62
275,Maharashtra,2005,33.12,38.6,27.55,34.18
276,Maharashtra,2006,32.97,38.66,26.96,34.23
277,Maharashtra,2007,32.64,38.6,27.2,32.88
278,Maharashtra,2008,32.56,38.34,27.75,32.76
279,Maharashtra,2009,32.68,37.3,27.19,33.49
280,Maharashtra,2010,32.89,38.74,27.59,33.78
281,Maharashtra,2011,32.62,38.28,26.89,33.85
282,Maharashtra,2012,33.15,39.56,28.56,32.3
283,Maharashtra,2013,32.28,39.44,27.56,31.16
284,Maharashtra,2014,34.09,39.66,27.64,35.89
285,Maharashtra,2015,33.73,39.41,28.05,34.4
286,Maharashtra,2016,33.45,39.01,27.61,34.54
287,Maharashtra,2017,30.96,36.35,25.9,31.54
288,Manipur,2000,27.66,28.97,29.61,25.78
289,Manipur,2001,27.78,27.88,29.39,26.75
290,Manipur,2002,29.96,31.81,30.53,27.46
291,Manipur,2003,28.52,30.54,29.82,26.61
292,Manipur,2004,28.85,30.94,30.3,26.25
293,Manipur,2005,28.86,31.05,30.18,26.25
294,Manipur,2006,28.96,30.89,30.44,26.61
295,Manipur,2007,28.33,30.24,29.17,26.45
296,Manipur,2008,29.91,31.37,32.67,26.91
297,Manipur,2009,29.87,31.63,31.17,27.47
298,Manipur,2010,28.58,30.83,29.51,26.69
299,Manipur,2011,28.92,32.6,29.35,26.69
300,Manipur,2012,29.58,32.09,30.22,27.2
301,Manipur,2013,28.46,30.27,28.94,26.92
302,Manipur,2014,31.01,32.71,32.62,28.67
303,Manipur,2015,30.19,33.01,31.38,27.29
304,Manipur,2016,30.23,31.64,31.1,28.22
305,Manipur,2017,27.54,29.36,28.69,25.46
306,Meghalaya,2000,28.26,31.36,28.76,26.29
307,Meghalaya,2001,28.21,29.69,28.76,26.88
308,Meghalaya,2002,29.89,33.11,29.28,27.26
309,Meghalaya,2003,28.34,31.22,28.84,26.47
310,Meghalaya,2004,28.87,32.08,29.32,26.23
311,Meghalaya,2005,28.57,30.99,28.8,26.54
312,Meghalaya,2006,28.66,31.64,29.65,25.96
313,Meghalaya,2007,28.44,31.33,28.52,26.39
314,Meghalaya,2008,29.99,32.98,31.5,26.75
315,Meghalaya,2009,30.03,32.66,30.51,27.57
316,Meghalaya,2010,28.84,31.87,29.09,27.12
317,Meghalaya,2011,29.05,33.6,28.76,26.75
318,Meghalaya,2012,29.69,33.13,29.67,27.16
319,Meghalaya,2013,28.68,31.49,28.69,26.66
320,Meghalaya,2014,28.21,31.01,28.89,25.77
321,Meghalaya,2015,27.31,30.53,27.48,24.85
322,Meghalaya,2016,27.71,30.52,27.68,25.5
323,Meghalaya,2017,27.15,29.96,27.46,25.01
324,Mizoram,2000,27.22,28.87,28.8,25.24
325,Mizoram,2001,27.48,28.17,28.83,26.32
326,Mizoram,2002,29.44,31.94,29.44,26.98
327,Mizoram,2003,28.05,30.73,28.95,25.98
328,Mizoram,2004,28.12,30.47,29.38,25.38
329,Mizoram,2005,28.17,31.05,29.03,25.38
330,Mizoram,2006,28.19,30.95,28.99,25.73
331,Mizoram,2007,27.87,30.4,28.43,25.8
332,Mizoram,2008,29.22,31.77,31.1,25.94
333,Mizoram,2009,29.06,31.72,29.94,26.22
334,Mizoram,2010,27.87,30.6,28.59,25.81
335,Mizoram,2011,28.31,31.78,28.62,26.31
336,Mizoram,2012,28.92,32.02,29.19,26.36
337,Mizoram,2013,28.21,31.18,28.24,26.29
338,Mizoram,2014,29.08,31.61,30.07,26.57
339,Mizoram,2015,28.74,32.2,29.19,25.86
340,Mizoram,2016,28.62,31.05,28.77,26.48
341,Mizoram,2017,26.81,29.25,27.53,24.59
342,Nagaland,2000,26.46,27.9,30.06,23.26
343,Nagaland,2001,26.39,26.93,29.53,23.85
344,Nagaland,2002,29.05,31.15,31.22,24.43
345,Nagaland,2003,27.3,29.22,30.22,24.25
346,Nagaland,2004,27.86,29.91,30.62,24.17
347,Nagaland,2005,27.57,29.26,30.33,23.99
348,Nagaland,2006,27.76,29.72,31,23.96
349,Nagaland,2007,27.26,29.49,29.97,23.59
350,Nagaland,2008,28.82,29.56,33.39,24.69
351,Nagaland,2009,29.36,30.93,32.39,25.89
352,Nagaland,2010,27.3,29.64,29.88,24.09
353,Nagaland,2011,27.69,30.88,30.26,24.12
354,Nagaland,2012,28.01,30.71,30.14,24.29
355,Nagaland,2013,26.48,28.01,28.65,23.64
356,Nagaland,2014,27.95,29.38,30.85,24.73
357,Nagaland,2015,27.47,29.26,30.12,23.91
358,Nagaland,2016,27.48,28.25,30.21,24.53
359,Nagaland,2017,26.12,27.79,28.82,22.86
360,Odisha,2000,35.04,42.34,34.39,30.52
361,Odisha,2001,34.31,41.49,35.06,29
362,Odisha,2002,36.41,45.35,34.26,30.43
363,Odisha,2003,36.61,44.46,35.42,33.32
364,Odisha,2004,36.39,44.03,34.52,32.33
365,Odisha,2005,36.98,44.84,36.25,32.16
366,Odisha,2006,35.33,44.25,34.22,29.66
367,Odisha,2007,35.59,44.32,34.88,30.58
368,Odisha,2008,35.81,44.17,35.95,29.76
369,Odisha,2009,35.76,42.91,33.93,31.93
370,Odisha,2010,35.78,43.87,34.43,31.42
371,Odisha,2011,35.52,43.94,33.54,32.33
372,Odisha,2012,37.2,45.61,36.23,31.84
373,Odisha,2013,36.44,45.47,36.03,30.29
374,Odisha,2014,35.85,44.07,34.08,31.89
375,Odisha,2015,35.86,45.21,34.02,30.75
376,Odisha,2016,35.52,43.86,34.96,30.12
377,Odisha,2017,33.91,41.68,32.9,29.35
378,Punjab,2000,33.15,35.7,41.72,24.61
379,Punjab,2001,34.55,37.47,41.82,27.67
380,Punjab,2002,37.66,39.54,44.12,30.7
381,Punjab,2003,35.88,39.71,43.2,28.75
382,Punjab,2004,36.07,39.28,42.75,28.85
383,Punjab,2005,36.36,40.12,43.91,28.43
384,Punjab,2006,34.59,38,41.38,27.69
385,Punjab,2007,35.9,40.41,43.19,27.28
386,Punjab,2008,33.43,36.34,40.54,26.95
387,Punjab,2009,34.26,39.02,39.1,26.62
388,Punjab,2010,34.58,37.68,41.83,27.89
389,Punjab,2011,34,38.81,39.11,27.46
390,Punjab,2012,34.88,38.56,42.1,27
391,Punjab,2013,34.39,40.81,38.77,26.95
392,Punjab,2014,31.46,36.41,36.35,25.29
393,Punjab,2015,32.63,36.67,39.8,25.26
394,Punjab,2016,32.25,36.42,38.27,25.66
395,Punjab,2017,32.56,36.17,38.78,25.73
396,Rajasthan,2000,32.35,37.95,32.82,28.22
397,Rajasthan,2001,34.15,39.69,35.24,30.19
398,Rajasthan,2002,35.65,40.12,36,32.08
399,Rajasthan,2003,35.07,39.53,35.77,32.54
400,Rajasthan,2004,34.58,39.12,34.42,31.88
401,Rajasthan,2005,35.34,40.09,36.12,32.11
402,Rajasthan,2006,34.47,39.79,34.37,31.41
403,Rajasthan,2007,34.94,40.38,36.02,30.58
404,Rajasthan,2008,33.84,38.71,35.27,29.67
405,Rajasthan,2009,34,39.01,33.45,30.74
406,Rajasthan,2010,34.17,40,33.65,31.09
407,Rajasthan,2011,33.99,39.65,33.69,31.21
408,Rajasthan,2012,34.98,40.67,35.57,30.74
409,Rajasthan,2013,34.23,41.19,34.63,29.33
410,Rajasthan,2014,33.03,39.35,32.37,29.71
411,Rajasthan,2015,32.95,39.16,33.15,28.99
412,Rajasthan,2016,32.43,38.81,32.62,28.19
413,Rajasthan,2017,32.23,37.4,32.51,28.82
414,Sikkim,2000,15.34,16.14,20.31,11.89
415,Sikkim,2001,16.47,16.83,20.81,13.27
416,Sikkim,2002,18.09,20.12,20.55,13.61
417,Sikkim,2003,15.66,16.59,20.78,12.27
418,Sikkim,2004,17.19,18.86,21.35,12.97
419,Sikkim,2005,16.74,18.31,20.94,12.71
420,Sikkim,2006,16.72,17.81,21.29,12.85
421,Sikkim,2007,17.29,19.97,21.43,12.6
422,Sikkim,2008,17.68,19.33,22.08,13.23
423,Sikkim,2009,17.9,19.31,21.4,14.01
424,Sikkim,2010,17.61,19.81,21.26,14.1
425,Sikkim,2011,17.52,19.49,20.74,14.46
426,Sikkim,2012,17.64,18.8,21.62,14.07
427,Sikkim,2013,17.34,19.6,20.65,13.82
428,Sikkim,2014,17.33,18.64,21.74,13.17
429,Sikkim,2015,17.48,18.79,22.18,13.34
430,Sikkim,2016,17.84,19.79,21.87,13.44
431,Sikkim,2017,16.21,17.68,20.06,12.54
432,Tamil Nadu,2000,32.87,36.15,35.26,28.32
433,Tamil Nadu,2001,33.24,37.56,34.39,29.07
434,Tamil Nadu,2002,34.22,38.07,36.01,28.7
435,Tamil Nadu,2003,33.14,37.43,34.4,29.21
436,Tamil Nadu,2004,33.52,37.25,34.61,29.4
437,Tamil Nadu,2005,34.12,38.2,35.89,29.97
438,Tamil Nadu,2006,34.1,37.99,35.53,29.66
439,Tamil Nadu,2007,32.8,36.62,34.03,28.6
440,Tamil Nadu,2008,33.18,36.87,35.24,28.42
441,Tamil Nadu,2009,33.1,36.95,34.9,28.56
442,Tamil Nadu,2010,32.97,37.68,33.33,29.32
443,Tamil Nadu,2011,32.76,35.41,34.52,29.25
444,Tamil Nadu,2012,33.38,37.65,34.71,28.89
445,Tamil Nadu,2013,33.04,38.69,33.31,28.54
446,Tamil Nadu,2014,31.58,35.27,32.86,27.76
447,Tamil Nadu,2015,32.6,36.69,33.57,28.67
448,Tamil Nadu,2016,32.04,36.37,32.17,28.94
449,Tamil Nadu,2017,31.26,35.05,32.49,27.29
450,Telangana,2000,34.65,41.08,33.81,30.82
451,Telangana,2001,35.05,42.4,34.59,30.36
452,Telangana,2002,35.98,43.4,33.56,31.91
453,Telangana,2003,35.55,42.41,33.41,33.11
454,Telangana,2004,35.74,41.54,34.74,32.09
455,Telangana,2005,36.19,43.44,34.44,32.77
456,Telangana,2006,34.54,42.74,32.42,30.21
457,Telangana,2007,34.64,41.56,33.52,31.03
458,Telangana,2008,34.5,42.5,33.32,29.54
459,Telangana,2009,34.7,41.27,33.29,30.76
460,Telangana,2010,34.9,42.74,32.9,31.25
461,Telangana,2011,34.55,41.13,32.55,32
462,Telangana,2012,36.13,43.27,35.09,31.66
463,Telangana,2013,34.84,44.29,32.89,29.55
464,Telangana,2014,33.96,41.47,31.99,30.46
465,Telangana,2015,34.18,42.69,31.22,30.45
466,Telangana,2016,32.93,42.27,29.46,29.04
467,Telangana,2017,32.95,40.01,31.29,29.28
468,Tripura,2000,30.96,35.89,31.15,27.45
469,Tripura,2001,30.53,33.78,30.79,28.04
470,Tripura,2002,31.99,37.05,30.96,27.82
471,Tripura,2003,30.93,35.96,31,27.49
472,Tripura,2004,30.87,35.94,30.94,26.78
473,Tripura,2005,31.14,36.37,31.14,27.13
474,Tripura,2006,31.09,36.21,31.32,27.09
475,Tripura,2007,31.22,36.69,30.79,27.68
476,Tripura,2008,32.03,37.06,32.79,27.41
477,Tripura,2009,32.05,37.05,31.27,28.6
478,Tripura,2010,30.94,36.37,30.46,27.61
479,Tripura,2011,31.22,38.19,30.52,27.35
480,Tripura,2012,31.85,37.29,31.34,27.95
481,Tripura,2013,31.3,36.55,30.71,27.89
482,Tripura,2014,30.68,34.73,30.64,27.65
483,Tripura,2015,30.44,34.84,30.15,27.1
484,Tripura,2016,30.5,35.02,29.98,27.26
485,Tripura,2017,29.43,34.17,29.22,26.02
486,Uttar Pradesh,2000,31.38,37.73,34.08,25.31
487,Uttar Pradesh,2001,31.51,37.8,33.86,26.04
488,Uttar Pradesh,2002,34.45,40.56,35.36,29.08
489,Uttar Pradesh,2003,32.77,39.94,33.71,28.03
490,Uttar Pradesh,2004,33.16,39.41,35.46,27.19
491,Uttar Pradesh,2005,34.45,40.21,38.14,28.24
492,Uttar Pradesh,2006,33.24,40.01,35.79,27.07
493,Uttar Pradesh,2007,34.17,41.11,36.86,27.84
494,Uttar Pradesh,2008,33.68,40.21,36.41,27.3
495,Uttar Pradesh,2009,33.67,38.33,35.2,29.07
496,Uttar Pradesh,2010,32.79,39.26,34.83,27.37
497,Uttar Pradesh,2011,32.06,39.69,32.39,27.49
498,Uttar Pradesh,2012,33.2,39.47,36.14,26.48
499,Uttar Pradesh,2013,33.38,41.54,35.66,26.53
