,State_Name,Crop_Year,Whole Year,Summer,Kharif,Rabi
191,Jammu and Kashmir,2011,0.53,0.67,0.38,0.53
192,Jammu and Kashmir,2012,0.72,0.74,0.72,0.71
193,Jammu and Kashmir,2013,0.74,0.75,0.77,0.69
194,Jammu and Kashmir,2014,0.54,0.62,0.49,0.49
195,Jammu and Kashmir,2015,0.58,0.62,0.54,0.55
196,Jammu and Kashmir,2016,0.59,0.69,0.55,0.52
197,Jammu and Kashmir,2017,0.59,0.69,0.52,0.57
198,Jharkhand,2000,0.58,0.26,0.78,0.69
199,Jharkhand,2001,0.64,0.37,0.75,0.75
200,Jharkhand,2002,0.57,0.21,0.77,0.68
201,Jharkhand,2003,0.52,0.23,0.74,0.54
202,Jharkhand,2004,0.54,0.24,0.8,0.57
203,Jharkhand,2005,0.53,0.26,0.7,0.6
204,Jharkhand,2006,0.58,0.24,0.76,0.68
205,Jharkhand,2007,0.55,0.22,0.75,0.63
206,Jharkhand,2008,0.53,0.23,0.68,0.62
207,Jharkhand,2009,0.55,0.28,0.79,0.57
208,Jharkhand,2010,0.58,0.31,0.79,0.59
209,Jharkhand,2011,0.57,0.24,0.82,0.61
210,Jharkhand,2012,0.52,0.26,0.68,0.61
211,Jharkhand,2013,0.54,0.22,0.7,0.66
212,Jharkhand,2014,0.63,0.31,0.83,0.7
213,Jharkhand,2015,0.55,0.24,0.74,0.63
214,Jharkhand,2016,0.58,0.26,0.77,0.67
215,Jharkhand,2017,0.53,0.24,0.71,0.6
216,Karnataka,2000,0.78,0.67,0.93,0.78
217,Karnataka,2001,0.79,0.71,0.94,0.74
218,Karnataka,2002,0.79,0.74,0.92,0.74
219,Karnataka,2003,0.76,0.7,0.94,0.66
220,Karnataka,2004,0.76,0.68,0.93,0.68
221,Karnataka,2005,0.76,0.71,0.93,0.69
222,Karnataka,2006,0.76,0.71,0.92,0.66
223,Karnataka,2007,0.76,0.74,0.93,0.65
224,Karnataka,2008,0.77,0.67,0.93,0.73
225,Karnataka,2009,0.76,0.69,0.93,0.71
226,Karnataka,2010,0.76,0.71,0.94,0.67
227,Karnataka,2011,0.75,0.72,0.92,0.65
228,Karnataka,2012,0.79,0.72,0.95,0.73
229,Karnataka,2013,0.8,0.71,0.94,0.79
230,Karnataka,2014,0.75,0.68,0.93,0.67
231,Karnataka,2015,0.74,0.67,0.92,0.68
232,Karnataka,2016,0.75,0.65,0.93,0.69
233,Karnataka,2017,0.72,0.66,0.88,0.66
234,Kerala,2000,0.8,0.73,0.89,0.81
235,Kerala,2001,0.8,0.72,0.9,0.8
236,Kerala,2002,0.8,0.75,0.86,0.81
237,Kerala,2003,0.76,0.71,0.86,0.73
238,Kerala,2004,0.79,0.74,0.88,0.77
239,Kerala,2005,0.77,0.72,0.85,0.77
240,Kerala,2006,0.77,0.73,0.86,0.74
241,Kerala,2007,0.79,0.77,0.88,0.75
242,Kerala,2008,0.8,0.75,0.88,0.8
243,Kerala,2009,0.74,0.74,0.8,0.73
244,Kerala,2010,0.73,0.69,0.85,0.68
245,Kerala,2011,0.73,0.73,0.79,0.68
246,Kerala,2012,0.78,0.72,0.9,0.75
247,Kerala,2013,0.8,0.73,0.88,0.81
248,Kerala,2014,0.76,0.72,0.86,0.72
249,Kerala,2015,0.74,0.71,0.83,0.71
250,Kerala,2016,0.75,0.68,0.87,0.72
251,Kerala,2017,0.73,0.69,0.81,0.71
252,Madhya Pradesh,2000,0.54,0.2,0.73,0.65
253,Madhya Pradesh,2001,0.53,0.22,0.72,0.58
254,Madhya Pradesh,2002,0.47,0.15,0.7,0.49
255,Madhya Pradesh,2003,0.41,0.18,0.64,0.36
256,Madhya Pradesh,2004,0.44,0.18,0.67,0.44
257,Madhya Pradesh,2005,0.42,0.16,0.64,0.42
258,Madhya Pradesh,2006,0.5,0.16,0.76,0.5
259,Madhya Pradesh,2007,0.45,0.18,0.67,0.47
260,Madhya Pradesh,2008,0.47,0.17,0.71,0.47
261,Madhya Pradesh,2009,0.48,0.24,0.72,0.46
262,Madhya Pradesh,2010,0.47,0.18,0.76,0.42
263,Madhya Pradesh,2011,0.48,0.19,0.77,0.45
264,Madhya Pradesh,2012,0.48,0.16,0.67,0.57
265,Madhya Pradesh,2013,0.5,0.17,0.72,0.57
266,Madhya Pradesh,2014,0.51,0.2,0.82,0.46
267,Madhya Pradesh,2015,0.48,0.17,0.78,0.46
268,Madhya Pradesh,2016,0.54,0.2,0.79,0.55
269,Madhya Pradesh,2017,0.45,0.17,0.68,0.46
270,Maharashtra,2000,0.65,0.43,0.92,0.6
271,Maharashtra,2001,0.65,0.47,0.91,0.58
272,Maharashtra,2002,0.62,0.45,0.93,0.49
273,Maharashtra,2003,0.59,0.49,0.9,0.38
274,Maharashtra,2004,0.61,0.49,0.92,0.44
275,Maharashtra,2005,0.58,0.45,0.9,0.41
276,Maharashtra,2006,0.6,0.43,0.92,0.45
277,Maharashtra,2007,0.6,0.44,0.91,0.48
278,Maharashtra,2008,0.59,0.42,0.89,0.45
279,Maharashtra,2009,0.61,0.48,0.91,0.49
280,Maharashtra,2010,0.6,0.43,0.91,0.44
281,Maharashtra,2011,0.59,0.46,0.92,0.44
282,Maharashtra,2012,0.61,0.41,0.89,0.55
283,Maharashtra,2013,0.67,0.44,0.92,0.64
284,Maharashtra,2014,0.61,0.46,0.93,0.45
285,Maharashtra,2015,0.61,0.44,0.91,0.51
286,Maharashtra,2016,0.64,0.47,0.93,0.52
287,Maharashtra,2017,0.58,0.43,0.86,0.46
288,Manipur,2000,0.75,0.67,0.86,0.73
289,Manipur,2001,0.79,0.75,0.89,0.73
290,Manipur,2002,0.71,0.58,0.86,0.7
291,Manipur,2003,0.7,0.6,0.87,0.67
292,Manipur,2004,0.72,0.59,0.88,0.72
293,Manipur,2005,0.72,0.61,0.85,0.72
294,Manipur,2006,0.73,0.61,0.87,0.73
295,Manipur,2007,0.74,0.67,0.88,0.7
296,Manipur,2008,0.69,0.59,0.77,0.71
297,Manipur,2009,0.68,0.56,0.82,0.68
298,Manipur,2010,0.73,0.62,0.86,0.71
299,Manipur,2011,0.73,0.56,0.88,0.74
300,Manipur,2012,0.72,0.56,0.85,0.76
301,Manipur,2013,0.77,0.71,0.89,0.73
302,Manipur,2014,0.71,0.66,0.83,0.67
303,Manipur,2015,0.75,0.64,0.87,0.75
304,Manipur,2016,0.76,0.72,0.88,0.69
305,Manipur,2017,0.69,0.59,0.81,0.68
306,Meghalaya,2000,0.76,0.63,0.92,0.74
307,Meghalaya,2001,0.79,0.72,0.92,0.77
308,Meghalaya,2002,0.73,0.55,0.9,0.77
309,Meghalaya,2003,0.75,0.62,0.91,0.73
310,Meghalaya,2004,0.75,0.57,0.91,0.77
311,Meghalaya,2005,0.79,0.69,0.92,0.78
312,Meghalaya,2006,0.78,0.65,0.9,0.78
313,Meghalaya,2007,0.77,0.67,0.93,0.76
314,Meghalaya,2008,0.72,0.58,0.83,0.75
315,Meghalaya,2009,0.7,0.55,0.86,0.7
316,Meghalaya,2010,0.76,0.63,0.91,0.75
317,Meghalaya,2011,0.76,0.57,0.92,0.77
318,Meghalaya,2012,0.74,0.56,0.9,0.77
319,Meghalaya,2013,0.8,0.72,0.93,0.79
320,Meghalaya,2014,0.79,0.7,0.92,0.78
321,Meghalaya,2015,0.81,0.69,0.95,0.83
322,Meghalaya,2016,0.8,0.69,0.95,0.78
323,Meghalaya,2017,0.72,0.6,0.86,0.72
324,Mizoram,2000,0.78,0.7,0.9,0.75
325,Mizoram,2001,0.8,0.75,0.9,0.78
326,Mizoram,2002,0.73,0.57,0.89,0.76
327,Mizoram,2003,0.74,0.61,0.9,0.72
328,Mizoram,2004,0.76,0.61,0.91,0.77
329,Mizoram,2005,0.76,0.62,0.9,0.78
330,Mizoram,2006,0.76,0.63,0.9,0.77
331,Mizoram,2007,0.77,0.67,0.91,0.76
332,Mizoram,2008,0.74,0.6,0.84,0.78
333,Mizoram,2009,0.74,0.57,0.88,0.76
334,Mizoram,2010,0.77,0.64,0.89,0.77
335,Mizoram,2011,0.77,0.61,0.91,0.78
336,Mizoram,2012,0.76,0.59,0.9,0.8
337,Mizoram,2013,0.79,0.68,0.92,0.79
338,Mizoram,2014,0.81,0.71,0.91,0.81
339,Mizoram,2015,0.82,0.69,0.92,0.85
340,Mizoram,2016,0.82,0.71,0.93,0.82
341,Mizoram,2017,0.73,0.61,0.85,0.74
342,Nagaland,2000,0.73,0.66,0.82,0.71
343,Nagaland,2001,0.77,0.74,0.86,0.73
344,Nagaland,2002,0.67,0.5,0.79,0.75
345,Nagaland,2003,0.67,0.57,0.81,0.65
346,Nagaland,2004,0.71,0.57,0.83,0.72
347,Nagaland,2005,0.72,0.63,0.81,0.73
348,Nagaland,2006,0.71,0.58,0.8,0.74
349,Nagaland,2007,0.71,0.63,0.83,0.69
350,Nagaland,2008,0.65,0.59,0.68,0.68
351,Nagaland,2009,0.62,0.51,0.72,0.61
352,Nagaland,2010,0.71,0.59,0.82,0.71
353,Nagaland,2011,0.72,0.58,0.82,0.74
354,Nagaland,2012,0.74,0.58,0.83,0.79
355,Nagaland,2013,0.81,0.74,0.88,0.81
356,Nagaland,2014,0.82,0.76,0.87,0.82
357,Nagaland,2015,0.8,0.68,0.9,0.85
358,Nagaland,2016,0.85,0.82,0.91,0.83
359,Nagaland,2017,0.69,0.6,0.78,0.7
360,Odisha,2000,0.56,0.3,0.71,0.64
361,Odisha,2001,0.62,0.39,0.71,0.71
362,Odisha,2002,0.56,0.3,0.7,0.66
363,Odisha,2003,0.51,0.3,0.65,0.51
364,Odisha,2004,0.54,0.32,0.69,0.59
365,Odisha,2005,0.51,0.29,0.65,0.57
366,Odisha,2006,0.59,0.32,0.75,0.64
367,Odisha,2007,0.55,0.3,0.7,0.61
368,Odisha,2008,0.55,0.31,0.66,0.65
369,Odisha,2009,0.55,0.34,0.71,0.59
370,Odisha,2010,0.56,0.33,0.74,0.58
371,Odisha,2011,0.57,0.29,0.76,0.6
372,Odisha,2012,0.53,0.31,0.66,0.6
373,Odisha,2013,0.55,0.29,0.69,0.64
374,Odisha,2014,0.55,0.32,0.73,0.55
375,Odisha,2015,0.55,0.3,0.73,0.59
376,Odisha,2016,0.56,0.31,0.71,0.62
377,Odisha,2017,0.52,0.3,0.66,0.57
378,Punjab,2000,0.4,0.28,0.41,0.48
379,Punjab,2001,0.37,0.27,0.42,0.36
380,Punjab,2002,0.26,0.16,0.32,0.23
381,Punjab,2003,0.29,0.16,0.36,0.29
382,Punjab,2004,0.28,0.18,0.34,0.29
383,Punjab,2005,0.29,0.16,0.32,0.32
384,Punjab,2006,0.36,0.21,0.45,0.34
385,Punjab,2007,0.32,0.17,0.34,0.39
386,Punjab,2008,0.38,0.28,0.45,0.33
387,Punjab,2009,0.4,0.22,0.5,0.45
388,Punjab,2010,0.38,0.31,0.42,0.32
389,Punjab,2011,0.42,0.23,0.58,0.39
390,Punjab,2012,0.39,0.24,0.39,0.45
391,Punjab,2013,0.45,0.22,0.54,0.52
392,Punjab,2014,0.53,0.35,0.66,0.49
393,Punjab,2015,0.45,0.26,0.51,0.51
394,Punjab,2016,0.54,0.4,0.6,0.54
395,Punjab,2017,0.36,0.23,0.42,0.37
396,Rajasthan,2000,0.48,0.22,0.73,0.49
397,Rajasthan,2001,0.42,0.2,0.64,0.39
398,Rajasthan,2002,0.37,0.18,0.57,0.29
399,Rajasthan,2003,0.34,0.21,0.56,0.23
400,Rajasthan,2004,0.37,0.21,0.65,0.28
401,Rajasthan,2005,0.35,0.19,0.57,0.27
402,Rajasthan,2006,0.4,0.17,0.68,0.31
403,Rajasthan,2007,0.38,0.2,0.59,0.35
404,Rajasthan,2008,0.39,0.19,0.63,0.33
405,Rajasthan,2009,0.42,0.22,0.69,0.36
406,Rajasthan,2010,0.41,0.2,0.7,0.3
407,Rajasthan,2011,0.4,0.21,0.68,0.32
408,Rajasthan,2012,0.4,0.18,0.61,0.4
409,Rajasthan,2013,0.44,0.19,0.66,0.45
410,Rajasthan,2014,0.46,0.21,0.77,0.37
411,Rajasthan,2015,0.43,0.21,0.72,0.36
412,Rajasthan,2016,0.47,0.21,0.75,0.44
413,Rajasthan,2017,0.39,0.19,0.62,0.33
414,Sikkim,2000,0.62,0.52,0.78,0.52
415,Sikkim,2001,0.65,0.57,0.81,0.6
416,Sikkim,2002,0.65,0.46,0.8,0.72
417,Sikkim,2003,0.73,0.66,0.84,0.69
418,Sikkim,2004,0.64,0.53,0.81,0.6
419,Sikkim,2005,0.63,0.5,0.78,0.61
420,Sikkim,2006,0.61,0.48,0.78,0.57
421,Sikkim,2007,0.58,0.43,0.77,0.54
422,Sikkim,2008,0.52,0.35,0.73,0.49
423,Sikkim,2009,0.56,0.41,0.76,0.49
424,Sikkim,2010,0.61,0.47,0.8,0.54
425,Sikkim,2011,0.6,0.46,0.8,0.56
426,Sikkim,2012,0.65,0.56,0.8,0.58
427,Sikkim,2013,0.69,0.57,0.82,0.66
428,Sikkim,2014,0.44,0.32,0.61,0.41
429,Sikkim,2015,0.37,0.29,0.63,0.2
430,Sikkim,2016,0.4,0.28,0.64,0.31
431,Sikkim,2017,0.55,0.44,0.72,0.51
432,Tamil Nadu,2000,0.67,0.56,0.6,0.83
433,Tamil Nadu,2001,0.68,0.56,0.65,0.8
434,Tamil Nadu,2002,0.6,0.5,0.54,0.78
435,Tamil Nadu,2003,0.64,0.52,0.6,0.74
436,Tamil Nadu,2004,0.64,0.54,0.61,0.76
437,Tamil Nadu,2005,0.63,0.54,0.57,0.75
438,Tamil Nadu,2006,0.63,0.54,0.59,0.76
439,Tamil Nadu,2007,0.68,0.59,0.64,0.8
440,Tamil Nadu,2008,0.67,0.59,0.6,0.82
441,Tamil Nadu,2009,0.66,0.55,0.61,0.81
442,Tamil Nadu,2010,0.67,0.54,0.68,0.77
443,Tamil Nadu,2011,0.67,0.59,0.61,0.77
444,Tamil Nadu,2012,0.64,0.52,0.61,0.79
445,Tamil Nadu,2013,0.68,0.53,0.67,0.82
446,Tamil Nadu,2014,0.69,0.58,0.65,0.81
447,Tamil Nadu,2015,0.66,0.56,0.63,0.78
448,Tamil Nadu,2016,0.67,0.55,0.67,0.76
449,Tamil Nadu,2017,0.62,0.52,0.58,0.74
450,Telangana,2000,0.58,0.34,0.68,0.7
451,Telangana,2001,0.61,0.37,0.7,0.7
452,Telangana,2002,0.52,0.28,0.68,0.59
453,Telangana,2003,0.52,0.31,0.71,0.48
454,Telangana,2004,0.51,0.34,0.64,0.56
455,Telangana,2005,0.51,0.3,0.65,0.56
456,Telangana,2006,0.59,0.31,0.76,0.66
457,Telangana,2007,0.58,0.38,0.71,0.63
458,Telangana,2008,0.58,0.35,0.72,0.66
459,Telangana,2009,0.58,0.39,0.71,0.65
460,Telangana,2010,0.58,0.33,0.77,0.59
461,Telangana,2011,0.59,0.35,0.76,0.61
462,Telangana,2012,0.53,0.3,0.66,0.6
463,Telangana,2013,0.6,0.32,0.76,0.7
464,Telangana,2014,0.58,0.33,0.75,0.63
465,Telangana,2015,0.56,0.27,0.76,0.63
466,Telangana,2016,0.61,0.3,0.83,0.67
467,Telangana,2017,0.54,0.31,0.68,0.59
468,Tripura,2000,0.74,0.61,0.88,0.73
469,Tripura,2001,0.77,0.66,0.89,0.77
470,Tripura,2002,0.73,0.58,0.88,0.79
471,Tripura,2003,0.72,0.6,0.88,0.74
472,Tripura,2004,0.74,0.57,0.88,0.79
473,Tripura,2005,0.74,0.59,0.88,0.78
474,Tripura,2006,0.74,0.59,0.87,0.77
475,Tripura,2007,0.74,0.62,0.89,0.74
476,Tripura,2008,0.72,0.57,0.83,0.76
477,Tripura,2009,0.71,0.55,0.87,0.72
478,Tripura,2010,0.74,0.57,0.89,0.76
479,Tripura,2011,0.75,0.56,0.89,0.8
480,Tripura,2012,0.74,0.57,0.88,0.79
481,Tripura,2013,0.76,0.63,0.89,0.78
482,Tripura,2014,0.73,0.63,0.88,0.71
483,Tripura,2015,0.74,0.65,0.89,0.74
484,Tripura,2016,0.74,0.65,0.9,0.73
485,Tripura,2017,0.7,0.57,0.83,0.72
486,Uttar Pradesh,2000,0.56,0.28,0.73,0.63
487,Uttar Pradesh,2001,0.6,0.33,0.76,0.64
488,Uttar Pradesh,2002,0.47,0.19,0.67,0.47
489,Uttar Pradesh,2003,0.48,0.21,0.72,0.46
490,Uttar Pradesh,2004,0.48,0.21,0.68,0.52
491,Uttar Pradesh,2005,0.45,0.24,0.57,0.47
492,Uttar Pradesh,2006,0.5,0.2,0.68,0.53
493,Uttar Pradesh,2007,0.46,0.2,0.6,0.51
494,Uttar Pradesh,2008,0.45,0.19,0.6,0.5
495,Uttar Pradesh,2009,0.47,0.28,0.65,0.45
496,Uttar Pradesh,2010,0.52,0.28,0.7,0.51
497,Uttar Pradesh,2011,0.57,0.24,0.81,0.58
498,Uttar Pradesh,2012,0.53,0.26,0.65,0.63
499,Uttar Pradesh,2013,0.57,0.25,0.68,0.69
